Lab,ALT,AST,Albumin,Alkaline_Phosphatase,Amylase,Baso_abs,Bilirubin_direct,Bilirubin_neonatal,Bilirubin_total,CPK,CRP,Calcium,Calcium_ionized,Carboxyhemoglobin,Chloride,Cholesterol,Creatinine,Deoxyhemoglobin,Eos_abs,Ferritin,Folate,GGT,Globulin,Glucose,HCT,HDL,HGB,Iron,LDH,LDL,Lactate,Lympho_abs,MCV,MPV,Magnesium,Methemoglobin,Mono_abs,NRBC_abs,Neutro_abs,O2_saturation,Osmolality,Oxyhemoglobin,PLT,PT,PTT,Phosphorus,Potassium,Protein_total,RBC,RDW,Reticulo_abs,Sodium,Specific_gravity,TSH,Transferrin,Triglycerides,Troponin_I_HS,Urea,Uric_acid,Vitamin_B12,WBC,pCO2,pH,pO2
Iron,-0.026990177909080156,0.212081782225338,0.05496864993716338,0.19570772429990202,,,0.2695896674236884,,0.40913887013496486,-0.1651089366624317,-0.27832215346856426,0.014499034479201183,,,-0.18890499001636396,,0.01740683890942079,,,0.2600347300642579,-0.11010389700842985,0.5387389425014784,-0.2084922701070578,0.025616385280739406,,,,1.0,0.2742130400860909,,,,,,-0.006731760880307553,,,,,,0.09385468698464643,,,,,0.15303826972956455,0.043497407623888464,-0.12440223234497721,,,,-0.13521248370334957,,,0.009588631320858824,0.7567184648337546,,0.14692008709144666,0.06339988422693789,0.1653361866869697,,,,
LDH,0.4250554756053542,0.6085421516615973,-0.1345819991996652,0.19796340497882645,0.092581073291227,,0.05268306602574916,,0.12757267502471126,0.1620239224885844,0.12621566690271555,-0.11171123341248584,,,-0.0516134672265551,-0.03541308015954231,-0.009158848115835809,,,0.23577777548763548,0.1317670583183899,0.17346225686026046,-0.05020955469213599,-0.012648110041924197,,-0.11743119420063962,,0.2742130400860909,1.0,-0.057006873215740196,,,,,0.059067247615267306,,,,,,0.027971426700889004,,,,,0.08826407536578161,0.031086531888956215,-0.13275961491380575,,,,0.009299133752105778,,-0.04773576659339503,-0.02642662678211089,-0.02708460198113771,0.17219011152343783,0.04349612416031033,0.06931909485693108,0.29911695003034455,,,,
LDL,0.055918126064483924,-0.03236649107554353,-0.2291394982678236,0.6355099040389685,,,,,0.15477247026802143,-0.08680990639308231,-0.251348862979435,0.04772842982567039,,,-0.050038236863579465,0.9831489201614574,-0.21212075772119493,,,,,0.1966696923250062,0.01583194587440865,-0.16220400653856754,,0.4841887675995886,,,-0.057006873215740196,1.0,,,,,-0.048183246848224184,,,,,,-0.2775517995711111,,,,,0.03507477172479191,0.06723747629002573,-0.16524307766000176,,,,-0.14319809832052083,,0.32842779792914123,,0.1908748680885338,-0.1769172377994412,-0.1848803952114797,-0.026441999116080122,,,,,
Lactate,,,,,,,,0.028966915786601134,,,,,-0.14456496169181332,0.02331531036281378,,,,0.2817826909080606,,,,,,,,,,,,,1.0,,,,,0.20087930131984338,,,,-0.2488131404867579,,-0.274354823320392,,,,,,,,,,,,,,,,,,,,0.12439088793495952,-0.19256106934686176,-0.1647454834347845
Lympho_abs,,,,,,0.10027695065463178,,,,,,,,,,,,,0.04345230595507027,,,,,,0.05141847541914812,,0.033287743486351974,,,,,1.0,-0.008722075158719136,0.00487232770430578,,,0.12290191427471286,0.02395155836641388,0.027282374635260405,,,,0.04297322390086434,,,,,,0.047466662364649755,-0.03040642228683713,0.16635039657381195,,,,,,,,,,0.4599935404481383,,,
MCV,,,,,,-0.07304094147920566,,,,,,,,,,,,,-0.1233843728795371,,,,,,-0.05935147797003049,,-0.010461141979565793,,,,,-0.008722075158719136,1.0,0.08700767412253456,,,-0.08718504886411635,0.08903892537985864,-0.09964955632818796,,,,-0.17553478723555385,,,,,,-0.4202896721358306,-0.15439086681366104,0.154283393706889,,,,,,,,,,-0.09850697227369497,,,
MPV,,,,,,-0.005533237107907578,,,,,,,,,,,,,0.011760113713429722,,,,,,0.0952131819093204,,0.07339250667634335,,,,,0.00487232770430578,0.08700767412253456,1.0,,,0.10735579526528513,0.08672650334537615,0.03693003964276365,,,,-0.42333712495951137,,,,,,0.054290847868247685,-0.01614731692989368,-0.08714947017463567,,,,,,,,,,0.04618546892324286,,,
Magnesium,0.03927672623630173,0.045552188610729655,0.08042121929308653,-0.008826343471383847,0.09296060317789193,,0.07965050180032507,,0.06619370395495713,0.003968499539327365,-0.009476883385687073,0.042580135048827766,,,0.023911887026680928,-0.012561269865998391,0.1780436199117308,,,-0.05178759824869817,-0.1490243241587623,-0.003635725043173214,0.004882804460360013,0.008471513905227563,,0.08062007011351119,,-0.006731760880307553,0.059067247615267306,-0.048183246848224184,,,,,1.0,,,,,,0.20313822977751303,,,,,0.21979383730675384,0.19862783857417815,0.06093843528311367,,,,0.07529331688817739,,0.02578929753231437,0.010575311539847114,0.05643240253890054,0.05778225587346399,0.23902750828671704,0.17992737553720226,0.20596148570202447,,,,
Methemoglobin,,,,,,,,-0.04027298053840908,,,,,-0.05146299664295691,-0.015518599436348729,,,,0.3512420263994005,,,,,,,,,,,,,0.20087930131984338,,,,,1.0,,,,-0.3279303526674633,,-0.3612622005720546,,,,,,,,,,,,,,,,,,,,0.04323878050690477,-0.029288571482121814,-0.13363545328182744
Mono_abs,,,,,,0.1896741765911858,,,,,,,,,,,,,0.13328640258924015,,,,,,0.05017441035170147,,0.0329475218350648,,,,,0.12290191427471286,-0.08718504886411635,0.10735579526528513,,,1.0,0.015489368008739545,0.30927005646133676,,,,0.11920133576963096,,,,,,0.07332616885091624,-0.020004547502330793,-0.036841605419849405,,,,,,,,,,0.42885570650106064,,,
NRBC_abs,,,,,,0.07525947291363523,,,,,,,,,,,,,-0.034663034429605666,,,,,,-0.044359937512813495,,-0.05944608144074864,,,,,0.02395155836641388,0.08903892537985864,0.08672650334537615,,,0.015489368008739545,1.0,0.03942848506034069,,,,-0.05553795503482589,,,,,,-0.06830008233847308,0.0647092103313961,0.0623399863946381,,,,,,,,,,0.045397383848330336,,,
Neutro_abs,,,,,,0.2483187023951165,,,,,,,,,,,,,0.03132649067067425,,,,,,0.03207119954524747,,-0.00109265885302713,,,,,0.027282374635260405,-0.09964955632818796,0.03693003964276365,,,0.30927005646133676,0.03942848506034069,1.0,,,,0.24263797885197647,,,,,,0.06271495002628076,0.036208621089582574,0.04987856587846391,,,,,,,,,,0.8888936155895927,,,
O2_saturation,,,,,,,,0.002051299768476252,,,,,-0.05270517095077996,-0.12642281005195508,,,,-0.9998529860648229,,,,,,,,,,,,,-0.2488131404867579,,,,,-0.3279303526674633,,,,1.0,,0.9995887275097004,,,,,,,,,,,,,,,,,,,,-0.13315086976424473,0.22827118365980203,0.7822225512075278
Osmolality,0.002021440321112585,0.017631391134861275,-0.15872945737640898,-0.011330649610947995,0.061466511587546756,,0.07381940199192746,,0.05324457543513005,-0.0031231589197885383,0.07348906095190899,-0.08599948688332672,,,0.4642759019671342,-0.06979462176642408,0.4029754919232703,,,0.3723835641290227,-0.22253561972391228,0.007115217237393215,0.022964942506048875,0.24270878482080047,,-0.19663668429089104,,0.09385468698464643,0.027971426700889004,-0.2775517995711111,,,,,0.20313822977751303,,,,,,1.0,,,,,0.336607512746329,0.05185502370616506,-0.09867355371646788,,,,0.6980962199208588,,0.04307877139900992,-0.383671432607047,-0.04032751766504233,0.10825748382869546,0.6891032362838915,0.4845929002467908,0.41606158476307453,,,,
Oxyhemoglobin,,,,,,,,0.002854820541760376,,,,,-0.034600833211744716,-0.14890863721598785,,,,-0.9993099108025172,,,,,,,,,,,,,-0.274354823320392,,,,,-0.3612622005720546,,,,0.9995887275097004,,1.0,,,,,,,,,,,,,,,,,,,,-0.14823297319644754,0.2345062852175362,0.7817059286301928
PLT,,,,,,0.2572394405351044,,,,,,,,,,,,,0.1289675080811558,,,,,,0.13953625129308642,,0.13111975944988927,,,,,0.04297322390086434,-0.17553478723555385,-0.42333712495951137,,,0.11920133576963096,-0.05553795503482589,0.24263797885197647,,,,1.0,,,,,,0.2004857530929442,-0.0752606669089882,0.059100251189531265,,,,,,,,,,0.24751013534665736,,,
PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorus,0.060972594937493345,0.10344898800425802,0.00988911792745459,0.02893933211041151,0.1850734252218693,,0.1510701878389402,,0.07792634355795384,0.012577904816353609,0.010495249575085953,-0.02633120205079757,,,-0.09108819419098507,0.09456984299717006,0.5415312543867613,,,0.5950883910248745,-0.19171435802792458,0.09092510650263728,0.04855995530485022,0.007826576154958468,,0.03890885788649406,,0.15303826972956455,0.08826407536578161,0.03507477172479191,,,,,0.21979383730675384,,,,,,0.336607512746329,,,,,1.0,0.32549686356162894,0.04226257943458728,,,,-0.005178126048867776,,0.09537351688857021,-0.494990966847548,-0.16156093882554842,0.146652081208871,0.5600077804926559,0.4147977502490979,0.5783892453049778,,,,
Potassium,0.0021681752205274523,0.01096717102196562,0.13004137534104857,-0.010483946822650152,0.13375139877995953,,0.1200552583316233,,0.009124904298415093,0.000606778716526232,-0.08506402807326464,0.1692033444081191,,,0.009626297730150647,0.14973233166888247,0.24116329372553674,,,0.05193799173243259,0.028026249302315287,0.02369462802659417,0.11349315853718847,0.06711292143146036,,0.08241584509085083,,0.043497407623888464,0.031086531888956215,0.06723747629002573,,,,,0.19862783857417815,,,,,,0.05185502370616506,,,,,0.32549686356162894,1.0,0.17656902446545364,,,,-0.14463411845480703,,-0.04621443795552315,-0.07373313581499644,-0.108856562531177,0.06764635539665513,0.2135708913075319,0.11720578727579106,0.1649299076127851,,,,
Protein_total,-0.025894467464456648,-0.04134031279696968,0.6798059512574774,-0.13079955175230942,-0.05676442732462224,,-0.2122994026761073,,-0.1585756620718304,0.010536528585269373,-0.22052745638028448,0.5681058432620155,,,-0.11041849967204428,0.07824760442499293,-0.05781392476807802,,,-0.3442830078427972,0.10801276849610504,-0.18242361662187137,0.6966829428679415,0.03268818831783529,,-0.07358127779829782,,-0.12440223234497721,-0.13275961491380575,-0.16524307766000176,,,,,0.06093843528311367,,,,,,-0.09867355371646788,,,,,0.04226257943458728,0.17656902446545364,1.0,,,,-0.04235093999657386,,-0.07621063542210892,0.6534326988350326,-0.3013606057934926,-0.11658579321726754,-0.1378746230790946,0.08025062176873192,-0.49586656683474584,,,,
RBC,,,,,,0.11457088382123971,,,,,,,,,,,,,0.10917796902374426,,,,,,0.9278454662500569,,0.8976261378814229,,,,,0.047466662364649755,-0.4202896721358306,0.054290847868247685,,,0.07332616885091624,-0.06830008233847308,0.06271495002628076,,,,0.2004857530929442,,,,,,1.0,-0.0978018817280691,0.03750009737957704,,,,,,,,,,0.08688816357631572,,,
RDW,,,,,,0.09348824612347341,,,,,,,,,,,,,0.06546894238891793,,,,,,-0.19987436148451568,,-0.26385180381047363,,,,,-0.03040642228683713,-0.15439086681366104,-0.01614731692989368,,,-0.020004547502330793,0.0647092103313961,0.036208621089582574,,,,-0.0752606669089882,,,,,,-0.0978018817280691,1.0,-0.011123895302472068,,,,,,,,,,0.022373138492242126,,,
Reticulo_abs,,,,,,0.1239253214670167,,,,,,,,,,,,,-0.07313049646438591,,,,,,0.10774403692432628,,0.07605316588042389,,,,,0.16635039657381195,0.154283393706889,-0.08714947017463567,,,-0.036841605419849405,0.0623399863946381,0.04987856587846391,,,,0.059100251189531265,,,,,,0.03750009737957704,-0.011123895302472068,1.0,,,,,,,,,,0.056514877383207415,,,
Sodium,-0.004972880887187819,0.0005586631189609579,0.0006679911140938836,-0.09371833227905395,-0.07998801714288331,,-0.15571231394075502,,-0.06560402825116067,0.009088993637170712,-0.012137604277002513,0.05245671722168464,,,0.6719220629140276,-0.12907025760019303,-0.031132105576191945,,,0.029191438475018084,0.053497182313897586,-0.10215234625504183,-0.05899415975037423,-0.04560125729715556,,-0.034131477037311043,,-0.13521248370334957,0.009299133752105778,-0.14319809832052083,,,,,0.07529331688817739,,,,,,0.6980962199208588,,,,,-0.005178126048867776,-0.14463411845480703,-0.04235093999657386,,,,1.0,,0.04242162273430117,0.3296617549285795,-0.1999504034435946,0.005408476438319076,0.0730680751247681,0.1578731462321241,-0.21153483445215604,,,,
Specific_gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSH,-0.018967767653105143,-0.020623322143592415,-0.060871884152458824,0.011252519517648989,0.006995498451217237,,-0.2382298500469665,,-0.04194604777594108,-0.011782526702460076,-0.010529617598095915,0.0019183613709232268,,,0.01679776354789972,0.2725762043286385,0.08154362029749435,,,,0.21107264088260264,0.1341050371612054,-0.032006554470564615,-0.06783865482877718,,0.18844505773105932,,,-0.04773576659339503,0.32842779792914123,,,,,0.02578929753231437,,,,,,0.04307877139900992,,,,,0.09537351688857021,-0.04621443795552315,-0.07621063542210892,,,,0.04242162273430117,,1.0,,0.09376059083811482,-0.11628243560468839,0.07155557819036522,-0.04646217069121099,-0.06967482990079252,,,,
Transferrin,0.28599038602032223,-0.219739634235689,0.6444595400244655,-0.4811384717012817,,,-0.4164647899346629,,-0.4382766030735801,0.01042117094236028,-0.2788978597489674,0.46985173833160765,,,0.41429974579939105,,-0.3961380727053096,,,-0.5648196041585473,0.08091165499393901,-0.6194787798415164,0.37672558368149506,-0.14783119157144373,,,,0.009588631320858824,-0.02642662678211089,,,,,,0.010575311539847114,,,,,,-0.383671432607047,,,,,-0.494990966847548,-0.07373313581499644,0.6534326988350326,,,,0.3296617549285795,,,1.0,-0.1880245207461066,,-0.6247493538954126,-0.42628036720559404,-0.36663414398748967,,,,
Triglycerides,-0.03839839945422096,0.0011132258470661703,-0.05546882300531057,0.021016022264349222,,,0.36644840083243196,,0.11487252677189132,-0.032075070777332605,-0.1079750073330982,-0.12614315178808955,,,-0.12490284478634972,0.1693658934297807,-0.03194465226522295,,,0.11099013618284072,-0.1671500030711582,-0.047627692170265676,-0.27192130143190396,0.08044026034837821,,-0.19799294123282657,,0.7567184648337546,-0.02708460198113771,0.1908748680885338,,,,,0.05643240253890054,,,,,,-0.04032751766504233,,,,,-0.16156093882554842,-0.108856562531177,-0.3013606057934926,,,,-0.1999504034435946,,0.09376059083811482,-0.1880245207461066,1.0,-0.11902544427847442,-0.0363610392949826,-0.06413158341083826,0.3530171726136621,,,,
Troponin_I_HS,0.05760946703109677,0.1029511831754994,-0.07315635551076358,-0.009906134327806444,0.17642399215722454,,0.013554922597588672,,0.008777284474995367,0.10272176528116693,0.11909829560439067,-0.12000286903712089,,,-0.07399526076455434,-0.09380477185391899,0.2365027626729526,,,,,-0.02433052287708421,-0.09769146881846132,0.06125593681403133,,0.07389223221892122,,,0.17219011152343783,-0.1769172377994412,,,,,0.05778225587346399,,,,,,0.10825748382869546,,,,,0.146652081208871,0.06764635539665513,-0.11658579321726754,,,,0.005408476438319076,,-0.11628243560468839,,-0.11902544427847442,1.0,0.15025732447337026,0.05906985352690981,,,,,
Urea,0.009829897062679895,0.029475203592408825,-0.2517955784533784,0.092724313538578,0.2205821961610963,,0.24395377989175138,,0.15226589919695935,-0.01299694930320499,0.1150648103977223,-0.19277962125109366,,,0.03663638689780582,0.06270170502869821,0.6783282150627254,,,0.48623276531774656,-0.2965098787886523,0.13759888094997816,0.058936579901445976,0.1267139664997387,,-0.24144842161621574,,0.14692008709144666,0.04349612416031033,-0.1848803952114797,,,,,0.23902750828671704,,,,,,0.6891032362838915,,,,,0.5600077804926559,0.2135708913075319,-0.1378746230790946,,,,0.0730680751247681,,0.07155557819036522,-0.6247493538954126,-0.0363610392949826,0.15025732447337026,1.0,0.6038495984127892,0.556050792683945,,,,
Uric_acid,0.016454589996880646,0.05553070425436936,0.02616434603689962,0.03496172966424417,0.09896511851612098,,0.005647115087290339,,0.024240977424893433,-0.008152463804207208,0.048391635816610594,0.020542131122149674,,,0.01694478255401309,0.15214706475785253,0.41115890839684827,,,0.3732189952624661,-0.2549243174783009,0.07898902941538222,0.08551857254320734,0.046785722263147644,,-0.11633038352505158,,0.06339988422693789,0.06931909485693108,-0.026441999116080122,,,,,0.17992737553720226,,,,,,0.4845929002467908,,,,,0.4147977502490979,0.11720578727579106,0.08025062176873192,,,,0.1578731462321241,,-0.04646217069121099,-0.42628036720559404,-0.06413158341083826,0.05906985352690981,0.6038495984127892,1.0,0.339044205219665,,,,
Vitamin_B12,0.19526822532038618,0.4447587928518046,-0.38998682362227843,0.5428408955111131,,,0.40628635684784753,,0.54556975235319,-0.2679228079259812,0.003383961437761223,-0.3486221976837743,,,-0.2754123243730512,,0.3170819250561346,,,0.5035335486087057,-0.19279061478705714,0.7090686934368021,-0.3499853383470949,0.17938240017135762,,,,0.1653361866869697,0.29911695003034455,,,,,,0.20596148570202447,,,,,,0.41606158476307453,,,,,0.5783892453049778,0.1649299076127851,-0.49586656683474584,,,,-0.21153483445215604,,-0.06967482990079252,-0.36663414398748967,0.3530171726136621,,0.556050792683945,0.339044205219665,1.0,,,,
WBC,,,,,,0.2878049624203703,,,,,,,,,,,,,0.11276430141405944,,,,,,0.05413189014903636,,0.019678024208286092,,,,,0.4599935404481383,-0.09850697227369497,0.04618546892324286,,,0.42885570650106064,0.045397383848330336,0.8888936155895927,,,,0.24751013534665736,,,,,,0.08688816357631572,0.022373138492242126,0.056514877383207415,,,,,,,,,,1.0,,,
pCO2,,,,,,,,-0.06592408268983915,,,,,0.18535011957795883,0.11302799462685069,,,,0.14837991709555903,,,,,,,,,,,,,0.12439088793495952,,,,,0.04323878050690477,,,,-0.13315086976424473,,-0.14823297319644754,,,,,,,,,,,,,,,,,,,,1.0,-0.49728883317661227,-0.05671236583124908
pH,,,,,,,,0.04782820605236706,,,,,-0.10454561100769115,0.06428286772645429,,,,-0.24376352997087647,,,,,,,,,,,,,-0.19256106934686176,,,,,-0.029288571482121814,,,,0.22827118365980203,,0.2345062852175362,,,,,,,,,,,,,,,,,,,,-0.49728883317661227,1.0,0.1495088521269234
pO2,,,,,,,,-0.011661855360020713,,,,,-0.0612584995782463,-0.11113922305188959,,,,-0.7827571416069432,,,,,,,,,,,,,-0.1647454834347845,,,,,-0.13363545328182744,,,,0.7822225512075278,,0.7817059286301928,,,,,,,,,,,,,,,,,,,,-0.05671236583124908,0.1495088521269234,1.0
